product_key,category,product_name,total_reviews,cleanse_ratio,orig_rating,cleaned_rating,axis_1,axis_2,axis_3,axis_4,summary_1
SYN-WIPES-000103,wipes,가상브랜드_새봄 SYN-WIPES-000103,65,0.116,4.6,4.29,두께감 긍정 62%,촉감 긍정 91%,성분자극 부정 58%,포장밀폐력 부정 53%,한 장으로도 잘 닦여 도톰하다는 평이 많습니다.
SYN-BATH-000104,bath,가상브랜드_도담 SYN-BATH-000104,221,0.109,4.46,4.2,미끄럼방지 긍정 84%,온도유지 부정 44%,수납편의성 긍정 86%,건조편의성 긍정 70%,접어서 세워 보관할 수 있어 공간을 덜 차지한다는 후기가 많습니다.
SYN-SKINCARE-000105,skincare,가상브랜드_새봄 SYN-SKINCARE-000105,67,0.057,4.39,4.17,자극성 긍정 91%,보습력 긍정 86%,향 부정 62%,펌프사용성 부정 49%,무향·저자극이라 민감한 피부에도 순하다는 후기가 많습니다.
SYN-MAT-000106,mat,가상브랜드_도담 SYN-MAT-000106,54,0.104,4.55,4.23,층간소음저감 부정 51%,청소편의성 부정 51%,이음새마감 부정 38%,냄새 부정 55%,초기 냄새가 며칠 간다는 의견이 있습니다.
SYN-GATE-000107,gate,가상브랜드_도담 SYN-GATE-000107,272,0.146,4.66,4.55,설치편의성 부정 43%,고정력 부정 49%,내구성 부정 50%,개폐편의성 긍정 70%,1년 넘게 써도 잠금장치가 헐거워지지 않는다는 후기가 많습니다.
SYN-THERMOMETER-000108,thermometer,가상브랜드_새봄 SYN-THERMOMETER-000108,253,0.065,4.54,4.25,측정정확도 긍정 88%,반응속도 긍정 89%,사용편의성 부정 53%,배터리수명 부정 46%,배터리가 생각보다 빨리 닳는다는 의견이 있습니다.
SYN-STROLLER-000109,stroller,가상브랜드_새봄 SYN-STROLLER-000109,124,0.182,4.24,3.83,주행감 긍정 66%,폴딩편의성 긍정 64%,내구성 부정 44%,통풍성 부정 55%,여름철 시트 통풍이 부족해 등에 땀이 찬다는 지적이 있습니다.
SYN-CAR-SEAT-000110,car_seat,가상브랜드_모아 SYN-CAR_SEAT-000110,151,0.12,4.3,4.09,설치편의성 긍정 69%,안전벨트 긍정 63%,통풍성 부정 49%,인증관련 긍정 76%,5점식 벨트 조절이 쉽고 아이가 답답해하지 않는다는 평이 많습니다.
SYN-CARRIER-000111,carrier,가상브랜드_도담 SYN-CARRIER-000111,313,0.171,4.49,4.12,착용감 긍정 74%,허리부담 부정 45%,통풍성 긍정 74%,탈부착편의성 부정 57%,체중이 늘수록 허리 벨트만으로는 부담이 크다는 지적이 있습니다.
SYN-CRIB-000112,crib,가상브랜드_새봄 SYN-CRIB-000112,137,0.142,4.21,3.8,조립편의성 부정 45%,내구성 긍정 78%,매트리스핏 긍정 85%,마감 부정 53%,부품 수가 많아 조립 설명서를 여러 번 봐야 했다는 후기가 있습니다.
SYN-SLEEPWEAR-000113,sleepwear,가상브랜드_모아 SYN-SLEEPWEAR-000113,84,0.125,4.43,4.04,보온성 긍정 76%,세탁내구성 부정 40%,사이즈핏 긍정 69%,촉감 긍정 67%,속감이 부드러워 아이가 거부감 없이 입는다는 평이 많습니다.
SYN-BOTTLE-000114,bottle,가상브랜드_도담 SYN-BOTTLE-000114,307,0.127,4.2,3.92,젖꼭지호환 부정 51%,세척편의성 긍정 90%,누수 긍정 67%,온도감지 긍정 61%,외출 시 가방에서 새는 경우가 있었다는 지적이 있습니다.
SYN-FORMULA-000115,formula,가상브랜드_모아 SYN-FORMULA-000115,40,0.117,4.17,3.99,용해성 긍정 74%,맛수용성 부정 60%,포장편의성 긍정 76%,가격대비량 긍정 83%,이전 단계에서 바꾸니 처음엔 잘 안 먹었다는 후기가 있습니다.
SYN-HIGH-CHAIR-000116,high_chair,가상브랜드_도담 SYN-HIGH_CHAIR-000116,121,0.059,4.66,4.46,조립편의성 긍정 74%,청소편의성 긍정 81%,높이조절 부정 53%,안전벨트 긍정 70%,공구 없이도 조립할 수 있어 편했다는 후기가 많습니다.
SYN-BABY-FOOD-000117,baby_food,가상브랜드_모아 SYN-BABY_FOOD-000117,169,0.192,4.18,4.0,맛수용성 부정 62%,포장편의성 부정 56%,원재료 긍정 91%,농도 부정 58%,원산지·성분 표기가 상세해서 믿고 먹인다는 후기가 많습니다.
SYN-CUP-000118,cup,가상브랜드_모아 SYN-CUP-000118,19,0.086,4.6,4.25,누수 부정 41%,세척편의성 긍정 59%,손잡이 부정 49%,빨대내구성 부정 55%,빨대 부분을 씹어서 자주 교체해야 한다는 지적이 있습니다.
SYN-BIB-000119,bib,가상브랜드_새봄 SYN-BIB-000119,225,0.198,4.11,3.84,방수성 부정 57%,세탁내구성 부정 50%,목둘레조절 긍정 59%,촉감 긍정 84%,단추 단수가 여러 개라 오래 쓸 수 있다는 평이 많습니다.
SYN-DIAPER-000120,diaper,가상브랜드_모아 SYN-DIAPER-000120,217,0.062,4.24,3.91,흡수력 긍정 92%,누기 부정 56%,피부트러블 긍정 59%,사이즈핏 부정 48%,같은 사이즈라도 라인마다 핏이 다르다는 의견이 있습니다.
SYN-WIPES-000121,wipes,가상브랜드_새봄 SYN-WIPES-000121,197,0.056,4.31,3.89,두께감 긍정 75%,촉감 긍정 92%,성분자극 부정 56%,포장밀폐력 부정 52%,부드러워 신생아에게도 자극이 적다는 후기가 많습니다.
SYN-BATH-000122,bath,가상브랜드_도담 SYN-BATH-000122,147,0.169,4.36,4.25,미끄럼방지 긍정 92%,온도유지 긍정 62%,수납편의성 부정 40%,건조편의성 부정 40%,물 온도가 금방 식는다는 지적이 있습니다.
SYN-SKINCARE-000123,skincare,가상브랜드_도담 SYN-SKINCARE-000123,20,0.056,4.38,4.21,자극성 긍정 72%,보습력 긍정 71%,향 부정 48%,펌프사용성 부정 44%,무향 표기인데 은은한 향이 난다는 의견이 있습니다.
SYN-MAT-000124,mat,가상브랜드_도담 SYN-MAT-000124,178,0.184,4.3,4.18,층간소음저감 긍정 83%,청소편의성 긍정 78%,이음새마감 부정 43%,냄새 부정 39%,층간소음이 확실히 줄었다는 평이 많습니다.
SYN-GATE-000125,gate,가상브랜드_모아 SYN-GATE-000125,303,0.088,4.11,3.73,설치편의성 부정 53%,고정력 부정 46%,내구성 긍정 90%,개폐편의성 부정 38%,한 손 개폐가 익숙해지기 전까지는 불편하다는 의견이 있습니다.
SYN-THERMOMETER-000126,thermometer,가상브랜드_도담 SYN-THERMOMETER-000126,153,0.08,4.67,4.42,측정정확도 긍정 70%,반응속도 긍정 77%,사용편의성 부정 49%,배터리수명 긍정 67%,화면 글씨가 작아 밤에 보기 불편하다는 지적이 있습니다.
SYN-STROLLER-000127,stroller,가상브랜드_도담 SYN-STROLLER-000127,192,0.149,4.55,4.38,주행감 긍정 78%,폴딩편의성 긍정 85%,내구성 긍정 85%,통풍성 긍정 82%,폴딩 락 위치가 낮아 허리를 숙여야 한다는 불편이 있습니다.
SYN-CAR-SEAT-000128,car_seat,가상브랜드_도담 SYN-CAR_SEAT-000128,142,0.162,4.65,4.25,설치편의성 부정 57%,안전벨트 긍정 80%,통풍성 부정 55%,인증관련 긍정 83%,isofix 고정이 직관적이라 설치가 어렵지 않다는 평이 많습니다.
SYN-CARRIER-000129,carrier,가상브랜드_도담 SYN-CARRIER-000129,243,0.15,4.39,4.27,착용감 긍정 83%,허리부담 부정 56%,통풍성 긍정 75%,탈부착편의성 부정 38%,혼자 아기를 안을 때 버클 위치를 찾기 어렵다는 의견이 있습니다.
SYN-CRIB-000130,crib,가상브랜드_새봄 SYN-CRIB-000130,259,0.077,4.2,3.88,조립편의성 부정 43%,내구성 긍정 84%,매트리스핏 긍정 59%,마감 긍정 58%,흔들림 없이 튼튼하다는 평이 많습니다.
SYN-SLEEPWEAR-000131,sleepwear,가상브랜드_새봄 SYN-SLEEPWEAR-000131,315,0.118,4.38,3.97,보온성 긍정 60%,세탁내구성 부정 42%,사이즈핏 긍정 85%,촉감 긍정 62%,여러 번 세탁하면 보풀이 생긴다는 지적이 있습니다.
SYN-BOTTLE-000132,bottle,가상브랜드_새봄 SYN-BOTTLE-000132,81,0.198,4.19,3.91,젖꼭지호환 부정 60%,세척편의성 긍정 90%,누수 부정 47%,온도감지 긍정 80%,외출 시 가방에서 새는 경우가 있었다는 지적이 있습니다.
SYN-FORMULA-000133,formula,가상브랜드_모아 SYN-FORMULA-000133,287,0.161,4.7,4.47,용해성 긍정 66%,맛수용성 부정 47%,포장편의성 긍정 75%,가격대비량 부정 55%,1회분 소포장이라 외출할 때 편하다는 평이 많습니다.
SYN-HIGH-CHAIR-000134,high_chair,가상브랜드_도담 SYN-HIGH_CHAIR-000134,94,0.068,4.16,4.0,조립편의성 긍정 58%,청소편의성 긍정 71%,높이조절 긍정 67%,안전벨트 긍정 89%,단계별 높이 조절 시 소음이 크다는 지적이 있습니다.
SYN-BABY-FOOD-000135,baby_food,가상브랜드_도담 SYN-BABY_FOOD-000135,167,0.066,4.43,4.32,맛수용성 긍정 62%,포장편의성 부정 44%,원재료 긍정 74%,농도 부정 40%,원산지·성분 표기가 상세해서 믿고 먹인다는 후기가 많습니다.
SYN-CUP-000136,cup,가상브랜드_도담 SYN-CUP-000136,139,0.195,4.51,4.13,누수 부정 41%,세척편의성 부정 47%,손잡이 긍정 71%,빨대내구성 부정 53%,양손잡이라 아이가 스스로 들기 편하다는 후기가 많습니다.
SYN-BIB-000137,bib,가상브랜드_새봄 SYN-BIB-000137,304,0.121,4.53,4.38,방수성 긍정 61%,세탁내구성 부정 58%,목둘레조절 긍정 65%,촉감 부정 53%,이유식이 옷까지 안 튀어 좋다는 후기가 많습니다.
SYN-DIAPER-000138,diaper,가상브랜드_모아 SYN-DIAPER-000138,256,0.143,4.57,4.24,흡수력 긍정 85%,누기 부정 53%,피부트러블 긍정 81%,사이즈핏 부정 58%,밤새 착용해도 새지 않는다는 후기가 많습니다.
SYN-WIPES-000139,wipes,가상브랜드_새봄 SYN-WIPES-000139,199,0.192,4.36,4.18,두께감 긍정 72%,촉감 긍정 82%,성분자극 긍정 68%,포장밀폐력 부정 56%,한 장으로도 잘 닦여 도톰하다는 평이 많습니다.
SYN-BATH-000140,bath,가상브랜드_도담 SYN-BATH-000140,233,0.137,4.15,3.91,미끄럼방지 긍정 76%,온도유지 부정 54%,수납편의성 긍정 90%,건조편의성 부정 56%,바닥 흡착력이 좋아 안정적이라는 평이 많습니다.
SYN-SKINCARE-000141,skincare,가상브랜드_모아 SYN-SKINCARE-000141,236,0.156,4.45,4.16,자극성 긍정 69%,보습력 긍정 65%,향 긍정 89%,펌프사용성 부정 57%,무향·저자극이라 민감한 피부에도 순하다는 후기가 많습니다.
SYN-MAT-000142,mat,가상브랜드_도담 SYN-MAT-000142,132,0.101,4.11,3.72,층간소음저감 부정 45%,청소편의성 긍정 74%,이음새마감 부정 45%,냄새 부정 61%,초기 냄새가 며칠 간다는 의견이 있습니다.
SYN-GATE-000143,gate,가상브랜드_도담 SYN-GATE-000143,206,0.094,4.61,4.46,설치편의성 부정 59%,고정력 부정 44%,내구성 긍정 85%,개폐편의성 부정 54%,한 손 개폐가 익숙해지기 전까지는 불편하다는 의견이 있습니다.
SYN-THERMOMETER-000144,thermometer,가상브랜드_모아 SYN-THERMOMETER-000144,18,0.144,4.51,4.07,측정정확도 긍정 89%,반응속도 긍정 65%,사용편의성 부정 40%,배터리수명 부정 53%,1~2초 내로 빠르게 측정된다는 평이 많습니다.
SYN-STROLLER-000145,stroller,가상브랜드_모아 SYN-STROLLER-000145,310,0.166,4.3,4.11,주행감 긍정 87%,폴딩편의성 긍정 89%,내구성 긍정 88%,통풍성 부정 38%,폴딩 락 위치가 낮아 허리를 숙여야 한다는 불편이 있습니다.
SYN-CAR-SEAT-000146,car_seat,가상브랜드_도담 SYN-CAR_SEAT-000146,299,0.189,4.39,4.24,설치편의성 부정 60%,안전벨트 긍정 86%,통풍성 부정 42%,인증관련 긍정 67%,5점식 벨트 조절이 쉽고 아이가 답답해하지 않는다는 평이 많습니다.
SYN-CARRIER-000147,carrier,가상브랜드_모아 SYN-CARRIER-000147,101,0.066,4.36,3.99,착용감 긍정 63%,허리부담 부정 55%,통풍성 긍정 87%,탈부착편의성 긍정 90%,어깨끈 패딩이 두꺼워 장시간 착용해도 편하다는 평이 많습니다.
SYN-CRIB-000148,crib,가상브랜드_새봄 SYN-CRIB-000148,145,0.098,4.46,4.31,조립편의성 부정 38%,내구성 긍정 74%,매트리스핏 긍정 82%,마감 부정 44%,부품 수가 많아 조립 설명서를 여러 번 봐야 했다는 후기가 있습니다.
SYN-SLEEPWEAR-000149,sleepwear,가상브랜드_모아 SYN-SLEEPWEAR-000149,75,0.132,4.16,3.93,보온성 긍정 68%,세탁내구성 긍정 59%,사이즈핏 긍정 62%,촉감 긍정 78%,간절기에 이불 대신 입혀도 충분히 따뜻하다는 평이 많습니다.
SYN-BOTTLE-000150,bottle,가상브랜드_도담 SYN-BOTTLE-000150,285,0.12,4.22,3.83,젖꼭지호환 부정 59%,세척편의성 부정 58%,누수 부정 51%,온도감지 긍정 71%,외출 시 가방에서 새는 경우가 있었다는 지적이 있습니다.
SYN-FORMULA-000151,formula,가상브랜드_새봄 SYN-FORMULA-000151,187,0.078,4.68,4.38,용해성 긍정 71%,맛수용성 부정 47%,포장편의성 긍정 77%,가격대비량 부정 53%,이전 단계에서 바꾸니 처음엔 잘 안 먹었다는 후기가 있습니다.
SYN-HIGH-CHAIR-000152,high_chair,가상브랜드_도담 SYN-HIGH_CHAIR-000152,106,0.055,4.34,4.01,조립편의성 긍정 72%,청소편의성 긍정 72%,높이조절 부정 43%,안전벨트 긍정 77%,5점식 벨트로 혼자 앉아도 안심된다는 후기가 많습니다.
SYN-BABY-FOOD-000153,baby_food,가상브랜드_도담 SYN-BABY_FOOD-000153,192,0.097,4.25,4.14,맛수용성 긍정 71%,포장편의성 긍정 72%,원재료 긍정 71%,농도 부정 56%,간이 삼삼해 아이가 거부감 없이 먹는다는 평이 많습니다.
SYN-CUP-000154,cup,가상브랜드_새봄 SYN-CUP-000154,29,0.196,4.12,3.69,누수 부정 52%,세척편의성 부정 52%,손잡이 긍정 77%,빨대내구성 부정 39%,부품이 단순해 세척과 건조가 편하다는 평이 많습니다.
SYN-BIB-000155,bib,가상브랜드_도담 SYN-BIB-000155,148,0.169,4.27,4.13,방수성 부정 50%,세탁내구성 부정 57%,목둘레조절 긍정 69%,촉감 부정 38%,이유식이 옷까지 안 튀어 좋다는 후기가 많습니다.
SYN-DIAPER-000156,diaper,가상브랜드_모아 SYN-DIAPER-000156,97,0.052,4.27,3.83,흡수력 부정 43%,누기 부정 48%,피부트러블 긍정 72%,사이즈핏 부정 44%,허벅지 쪽으로 새는 경우가 있다는 지적이 있습니다.
SYN-WIPES-000157,wipes,가상브랜드_새봄 SYN-WIPES-000157,199,0.111,4.13,3.74,두께감 긍정 80%,촉감 긍정 60%,성분자극 부정 62%,포장밀폐력 부정 41%,부드러워 신생아에게도 자극이 적다는 후기가 많습니다.
SYN-BATH-000158,bath,가상브랜드_모아 SYN-BATH-000158,170,0.148,4.13,4.02,미끄럼방지 긍정 66%,온도유지 부정 61%,수납편의성 긍정 72%,건조편의성 부정 40%,물 온도가 금방 식는다는 지적이 있습니다.
SYN-SKINCARE-000159,skincare,가상브랜드_새봄 SYN-SKINCARE-000159,60,0.113,4.58,4.32,자극성 긍정 69%,보습력 긍정 83%,향 부정 61%,펌프사용성 부정 38%,건조한 계절에도 트러블 없이 촉촉하다는 평이 많습니다.
SYN-MAT-000160,mat,가상브랜드_도담 SYN-MAT-000160,312,0.143,4.47,4.19,층간소음저감 긍정 61%,청소편의성 긍정 60%,이음새마감 긍정 63%,냄새 부정 46%,초기 냄새가 며칠 간다는 의견이 있습니다.
SYN-GATE-000161,gate,가상브랜드_새봄 SYN-GATE-000161,229,0.192,4.21,3.79,설치편의성 부정 60%,고정력 부정 60%,내구성 긍정 84%,개폐편의성 부정 41%,1년 넘게 써도 잠금장치가 헐거워지지 않는다는 후기가 많습니다.
SYN-THERMOMETER-000162,thermometer,가상브랜드_모아 SYN-THERMOMETER-000162,76,0.102,4.5,4.1,측정정확도 긍정 62%,반응속도 부정 44%,사용편의성 긍정 63%,배터리수명 부정 44%,1~2초 내로 빠르게 측정된다는 평이 많습니다.
SYN-STROLLER-000163,stroller,가상브랜드_도담 SYN-STROLLER-000163,164,0.06,4.11,3.71,주행감 긍정 79%,폴딩편의성 긍정 92%,내구성 긍정 92%,통풍성 긍정 61%,1년 이상 사용해도 프레임 흔들림이 없다는 후기가 많습니다.
SYN-CAR-SEAT-000164,car_seat,가상브랜드_도담 SYN-CAR_SEAT-000164,243,0.101,4.11,3.84,설치편의성 긍정 58%,안전벨트 긍정 58%,통풍성 부정 52%,인증관련 부정 46%,KC 인증 정보가 명확히 표기돼 있어 안심된다는 후기가 많습니다.
SYN-CARRIER-000165,carrier,가상브랜드_모아 SYN-CARRIER-000165,281,0.082,4.63,4.18,착용감 긍정 80%,허리부담 부정 57%,통풍성 긍정 92%,탈부착편의성 부정 45%,어깨끈 패딩이 두꺼워 장시간 착용해도 편하다는 평이 많습니다.
SYN-CRIB-000166,crib,가상브랜드_모아 SYN-CRIB-000166,296,0.084,4.61,4.4,조립편의성 부정 43%,내구성 긍정 63%,매트리스핏 긍정 91%,마감 부정 39%,흔들림 없이 튼튼하다는 평이 많습니다.
SYN-SLEEPWEAR-000167,sleepwear,가상브랜드_도담 SYN-SLEEPWEAR-000167,163,0.11,4.69,4.44,보온성 긍정 82%,세탁내구성 긍정 84%,사이즈핏 긍정 63%,촉감 긍정 78%,여러 번 세탁하면 보풀이 생긴다는 지적이 있습니다.
SYN-BOTTLE-000168,bottle,가상브랜드_새봄 SYN-BOTTLE-000168,115,0.171,4.18,4.01,젖꼭지호환 부정 59%,세척편의성 긍정 73%,누수 긍정 80%,온도감지 긍정 64%,외출 시 가방에서 새는 경우가 있었다는 지적이 있습니다.
SYN-FORMULA-000169,formula,가상브랜드_모아 SYN-FORMULA-000169,131,0.199,4.49,4.09,용해성 긍정 85%,맛수용성 부정 39%,포장편의성 긍정 80%,가격대비량 부정 47%,1회분 소포장이라 외출할 때 편하다는 평이 많습니다.
SYN-HIGH-CHAIR-000170,high_chair,가상브랜드_도담 SYN-HIGH_CHAIR-000170,33,0.163,4.64,4.45,조립편의성 긍정 58%,청소편의성 긍정 74%,높이조절 부정 56%,안전벨트 부정 55%,식판이 분리돼 물로 바로 씻을 수 있다는 평이 많습니다.
SYN-BABY-FOOD-000171,baby_food,가상브랜드_새봄 SYN-BABY_FOOD-000171,20,0.164,4.38,4.16,맛수용성 긍정 77%,포장편의성 부정 59%,원재료 긍정 90%,농도 부정 48%,간이 삼삼해 아이가 거부감 없이 먹는다는 평이 많습니다.
SYN-CUP-000172,cup,가상브랜드_도담 SYN-CUP-000172,69,0.073,4.41,4.02,누수 긍정 72%,세척편의성 긍정 62%,손잡이 긍정 61%,빨대내구성 부정 56%,양손잡이라 아이가 스스로 들기 편하다는 후기가 많습니다.
SYN-BIB-000173,bib,가상브랜드_도담 SYN-BIB-000173,230,0.189,4.14,3.78,방수성 긍정 92%,세탁내구성 부정 40%,목둘레조절 긍정 71%,촉감 긍정 82%,세탁 후 방수 코팅이 벗겨진다는 지적이 있습니다.
SYN-DIAPER-000174,diaper,가상브랜드_새봄 SYN-DIAPER-000174,101,0.071,4.21,3.78,흡수력 긍정 74%,누기 부정 51%,피부트러블 긍정 81%,사이즈핏 부정 45%,허벅지 쪽으로 새는 경우가 있다는 지적이 있습니다.
SYN-WIPES-000175,wipes,가상브랜드_새봄 SYN-WIPES-000175,184,0.181,4.12,3.69,두께감 긍정 59%,촉감 부정 42%,성분자극 부정 55%,포장밀폐력 부정 54%,리필 캡이 헐거워 마른다는 지적이 있습니다.
SYN-BATH-000176,bath,가상브랜드_모아 SYN-BATH-000176,190,0.061,4.34,4.05,미끄럼방지 긍정 59%,온도유지 긍정 90%,수납편의성 부정 43%,건조편의성 부정 43%,물 온도가 금방 식는다는 지적이 있습니다.
SYN-SKINCARE-000177,skincare,가상브랜드_도담 SYN-SKINCARE-000177,178,0.053,4.4,4.13,자극성 긍정 60%,보습력 긍정 83%,향 부정 61%,펌프사용성 부정 39%,무향·저자극이라 민감한 피부에도 순하다는 후기가 많습니다.
SYN-MAT-000178,mat,가상브랜드_새봄 SYN-MAT-000178,173,0.162,4.62,4.37,층간소음저감 긍정 91%,청소편의성 부정 54%,이음새마감 부정 61%,냄새 긍정 76%,이음새 사이로 이물질이 낀다는 지적이 있습니다.
SYN-GATE-000179,gate,가상브랜드_모아 SYN-GATE-000179,302,0.071,4.51,4.38,설치편의성 부정 46%,고정력 긍정 82%,내구성 긍정 67%,개폐편의성 부정 46%,1년 넘게 써도 잠금장치가 헐거워지지 않는다는 후기가 많습니다.
SYN-THERMOMETER-000180,thermometer,가상브랜드_모아 SYN-THERMOMETER-000180,288,0.156,4.15,3.83,측정정확도 긍정 65%,반응속도 긍정 81%,사용편의성 부정 43%,배터리수명 부정 49%,1~2초 내로 빠르게 측정된다는 평이 많습니다.
SYN-STROLLER-001,stroller,가상브랜드_새봄 SYN-LITE-A,227,0.131,4.33,4.06,주행감 긍정 59%,폴딩편의성 긍정 75%,내구성 긍정 85%,통풍성 부정 48%,폴딩 락 위치가 낮아 허리를 숙여야 한다는 불편이 있습니다.
SYN-STROLLER-002,stroller,가상브랜드_도담 SYN-STANDARD-B,79,0.169,4.66,4.41,주행감 긍정 70%,폴딩편의성 긍정 92%,내구성 긍정 85%,통풍성 부정 48%,여름철 시트 통풍이 부족해 등에 땀이 찬다는 지적이 있습니다.
SYN-CARSEAT-NOID-001,car_seat,가상브랜드_모아 SYN-NOID-CS,213,0.106,4.48,4.13,설치편의성 긍정 80%,안전벨트 긍정 85%,통풍성 부정 57%,인증관련 긍정 81%,isofix 고정이 직관적이라 설치가 어렵지 않다는 평이 많습니다.
SYN-STROLLER-003,stroller,가상브랜드_새봄 SYN-PREMIUM-C,254,0.071,4.26,4.04,주행감 부정 56%,폴딩편의성 긍정 68%,내구성 긍정 67%,통풍성 부정 43%,한 손으로 접고 펼 수 있어 편하다는 평이 많습니다.
SYN-DIAPER-CA03-001,diaper,가상브랜드_새봄 SYN-DIAPER-2PACK-M,189,0.195,4.25,3.87,흡수력 긍정 92%,누기 부정 58%,피부트러블 긍정 74%,사이즈핏 부정 41%,같은 사이즈라도 라인마다 핏이 다르다는 의견이 있습니다.
SYN-BOTTLE-RECALL-001,bottle,가상브랜드_도담 SYN-RECALLED-BOTTLE,16,0.088,4.28,4.0,젖꼭지호환 부정 58%,세척편의성 긍정 89%,누수 부정 39%,온도감지 부정 57%,분해가 쉬워 구석구석 세척하기 편하다는 후기가 많습니다.
SYN-CARSEAT-CERT-001,car_seat,가상브랜드_모아 SYN-UNVERIFIED-CS,232,0.112,4.25,3.94,설치편의성 긍정 64%,안전벨트 긍정 67%,통풍성 부정 43%,인증관련 긍정 91%,isofix 고정이 직관적이라 설치가 어렵지 않다는 평이 많습니다.
SYN-CARSEAT-CONV-001,car_seat,가상브랜드_새봄 SYN-CONVERTIBLE-CS,109,0.143,4.39,3.99,설치편의성 긍정 69%,안전벨트 긍정 89%,통풍성 부정 58%,인증관련 긍정 88%,여름에 등받이 쪽이 덥다는 지적이 반복됩니다.
